Species,Longitude,Latitude,Station,Date,Tavg,WetBulb,PrecipTotal,AvgSpeed,WnvPresent
CULEX PIPIENS/RESTUANS,-87.694259,41.919343,2.0,2007-05-29,77.0,66.0,0.0,7.4,0
CULEX PIPIENS,-87.677512,41.731922,2.0,2007-05-29,77.0,66.0,0.0,7.4,0
CULEX PIPIENS/RESTUANS,-87.632085,41.921965,2.0,2007-05-29,77.0,66.0,0.0,7.4,0
CULEX RESTUANS,-87.632085,41.921965,2.0,2007-05-29,77.0,66.0,0.0,7.4,0
CULEX PIPIENS/RESTUANS,-87.676709,41.688324,2.0,2007-05-29,77.0,66.0,0.0,7.4,0
CULEX RESTUANS,-87.676709,41.688324,2.0,2007-05-29,77.0,66.0,0.0,7.4,0
CULEX RESTUANS,-87.64886,41.862292,2.0,2007-05-29,77.0,66.0,0.0,7.4,0
CULEX RESTUANS,-87.666014,41.720848,2.0,2007-05-29,77.0,66.0,0.0,7.4,0
CULEX RESTUANS,-87.677512,41.731922,2.0,2007-05-29,77.0,66.0,0.0,7.4,0
CULEX PIPIENS/RESTUANS,-87.776385,41.942114000000004,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX PIPIENS/RESTUANS,-87.785288,41.923738,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX RESTUANS,-87.785288,41.923738,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX PIPIENS/RESTUANS,-87.66214000000001,42.010412,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX PIPIENS/RESTUANS,-87.716788,41.899229999999996,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX RESTUANS,-87.716788,41.899229999999996,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX PIPIENS/RESTUANS,-87.675088,41.719059,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX PIPIENS/RESTUANS,-87.705085,41.883284,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX RESTUANS,-87.705085,41.883284,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX PIPIENS/RESTUANS,-87.70373599999999,41.704336,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX RESTUANS,-87.675088,41.719059,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX PIPIENS/RESTUANS,-87.69629300000001,41.869107,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX PIPIENS/RESTUANS,-87.716277,41.846075,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX PIPIENS/RESTUANS,-87.752329,41.918704999999996,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX PIPIENS/RESTUANS,-87.707973,41.682587,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX RESTUANS,-87.707973,41.682587,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX PIPIENS/RESTUANS,-87.730698,41.948167,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX PIPIENS/RESTUANS,-87.648064,41.721474,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX PIPIENS/RESTUANS,-87.79518,41.921177,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX RESTUANS,-87.79518,41.921177,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX PIPIENS/RESTUANS,-87.694991,41.857402,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX PIPIENS/RESTUANS,-87.696269,41.868142,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX RESTUANS,-87.696269,41.868142,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX PIPIENS/RESTUANS,-87.656913,41.846283,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX PIPIENS/RESTUANS,-87.800515,41.916265,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX RESTUANS,-87.800515,41.916265,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX RESTUANS,-87.667736,41.994469,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX PIPIENS/RESTUANS,-87.667736,41.994469,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX RESTUANS,-87.666901,41.868077,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX RESTUANS,-87.69845699999999,41.94983,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX PIPIENS/RESTUANS,-87.689778,41.986921,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX RESTUANS,-87.689778,41.986921,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX PIPIENS,-87.689778,41.986921,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX PIPIENS/RESTUANS,-87.64997,41.723195000000004,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX PIPIENS/RESTUANS,-87.666901,41.868077,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX RESTUANS,-87.627561,41.869215999999994,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX PIPIENS/RESTUANS,-87.72460799999999,41.662014,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX RESTUANS,-87.72460799999999,41.662014,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX SALINARIUS,-87.72460799999999,41.662014,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX SALINARIUS,-87.629798,41.878114000000004,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX RESTUANS,-87.702575,41.958271,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX RESTUANS,-87.68776899999999,42.01743,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX RESTUANS,-87.654224,41.867108,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX PIPIENS/RESTUANS,-87.666455,41.9216,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX RESTUANS,-87.666455,41.9216,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX PIPIENS/RESTUANS,-87.65449100000001,41.891118,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX RESTUANS,-87.65449100000001,41.891118,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX PIPIENS/RESTUANS,-87.632085,41.921965,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX RESTUANS,-87.61156,41.891126,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX RESTUANS,-87.632085,41.921965,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX PIPIENS/RESTUANS,-87.676709,41.688324,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX RESTUANS,-87.676709,41.688324,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX PIPIENS/RESTUANS,-87.677512,41.731922,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX RESTUANS,-87.677512,41.731922,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX PIPIENS,-87.677512,41.731922,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX PIPIENS/RESTUANS,-87.61156,41.891126,2.0,2007-07-02,68.0,59.0,0.0,8.5,0
CULEX PIPIENS/RESTUANS,-87.787992,41.970248,1.0,2007-07-02,66.0,58.0,0.0,8.1,0
CULEX RESTUANS,-87.787992,41.970248,1.0,2007-07-02,66.0,58.0,0.0,8.1,0
CULEX PIPIENS/RESTUANS,-87.777189,41.960615999999995,1.0,2007-07-02,66.0,58.0,0.0,8.1,0
CULEX PIPIENS/RESTUANS,-87.77792099999999,42.008314,1.0,2007-07-02,66.0,58.0,0.0,8.1,0
CULEX RESTUANS,-87.757639,41.964242,1.0,2007-07-02,66.0,58.0,0.0,8.1,0
CULEX RESTUANS,-87.797127,41.990284,1.0,2007-07-02,66.0,58.0,0.0,8.1,0
CULEX RESTUANS,-87.77792099999999,42.008314,1.0,2007-07-02,66.0,58.0,0.0,8.1,0
CULEX SALINARIUS,-87.747113,41.991429,1.0,2007-07-02,66.0,58.0,0.0,8.1,0
CULEX PIPIENS/RESTUANS,-87.800991,41.95469,1.0,2007-07-02,66.0,58.0,0.0,8.1,0
CULEX RESTUANS,-87.81150600000001,42.011601,1.0,2007-07-02,66.0,58.0,0.0,8.1,0
CULEX RESTUANS,-87.812827,41.981964000000005,1.0,2007-07-02,66.0,58.0,0.0,8.1,0
CULEX PIPIENS/RESTUANS,-87.776792,41.953067,1.0,2007-07-02,66.0,58.0,0.0,8.1,0
CULEX RESTUANS,-87.776792,41.953067,1.0,2007-07-02,66.0,58.0,0.0,8.1,0
CULEX PIPIENS/RESTUANS,-87.832763,41.944869,1.0,2007-07-02,66.0,58.0,0.0,8.1,0
CULEX RESTUANS,-87.800991,41.95469,1.0,2007-07-02,66.0,58.0,0.0,8.1,0
CULEX PIPIENS/RESTUANS,-87.769279,41.994991,1.0,2007-07-02,66.0,58.0,0.0,8.1,0
CULEX RESTUANS,-87.769279,41.994991,1.0,2007-07-02,66.0,58.0,0.0,8.1,0
CULEX PIPIENS/RESTUANS,-87.824812,41.974089,1.0,2007-07-02,66.0,58.0,0.0,8.1,0
CULEX PIPIENS/RESTUANS,-87.794896,41.94016,1.0,2007-07-27,77.0,70.0,0.17,7.9,0
CULEX PIPIENS/RESTUANS,-87.757639,41.964242,1.0,2007-07-27,77.0,70.0,0.17,7.9,0
CULEX RESTUANS,-87.757639,41.964242,1.0,2007-07-27,77.0,70.0,0.17,7.9,0
CULEX PIPIENS/RESTUANS,-87.797127,41.990284,1.0,2007-07-27,77.0,70.0,0.17,7.9,0
CULEX RESTUANS,-87.797127,41.990284,1.0,2007-07-27,77.0,70.0,0.17,7.9,0
CULEX PIPIENS/RESTUANS,-87.77792099999999,42.008314,1.0,2007-07-27,77.0,70.0,0.17,7.9,0
CULEX RESTUANS,-87.77792099999999,42.008314,1.0,2007-07-27,77.0,70.0,0.17,7.9,0
CULEX PIPIENS/RESTUANS,-87.747113,41.991429,1.0,2007-07-27,77.0,70.0,0.17,7.9,0
CULEX RESTUANS,-87.747113,41.991429,1.0,2007-07-27,77.0,70.0,0.17,7.9,0
CULEX RESTUANS,-87.776792,41.953067,1.0,2007-07-27,77.0,70.0,0.17,7.9,0
CULEX PIPIENS/RESTUANS,-87.776792,41.953067,1.0,2007-07-27,77.0,70.0,0.17,7.9,0
CULEX PIPIENS/RESTUANS,-87.832763,41.944869,1.0,2007-07-27,77.0,70.0,0.17,7.9,0
CULEX RESTUANS,-87.795585,41.999128999999996,1.0,2007-07-27,77.0,70.0,0.17,7.9,0
CULEX PIPIENS/RESTUANS,-87.812827,41.981964000000005,1.0,2007-07-27,77.0,70.0,0.17,7.9,0
CULEX RESTUANS,-87.812827,41.981964000000005,1.0,2007-07-27,77.0,70.0,0.17,7.9,0
CULEX PIPIENS,-87.812827,41.981964000000005,1.0,2007-07-27,77.0,70.0,0.17,7.9,0
CULEX RESTUANS,-87.832763,41.944869,1.0,2007-07-27,77.0,70.0,0.17,7.9,0
CULEX PIPIENS/RESTUANS,-87.81150600000001,42.011601,1.0,2007-07-27,77.0,70.0,0.17,7.9,0
CULEX PIPIENS/RESTUANS,-87.750938,41.979243,1.0,2007-07-27,77.0,70.0,0.17,7.9,0
CULEX PIPIENS/RESTUANS,-87.824812,41.974089,1.0,2007-07-27,77.0,70.0,0.17,7.9,0
CULEX PIPIENS/RESTUANS,-87.800991,41.95469,1.0,2007-07-27,77.0,70.0,0.17,7.9,0
CULEX RESTUANS,-87.800991,41.95469,1.0,2007-07-27,77.0,70.0,0.17,7.9,0
CULEX PIPIENS,-87.800991,41.95469,1.0,2007-07-27,77.0,70.0,0.17,7.9,0
CULEX PIPIENS/RESTUANS,-87.769279,41.994991,1.0,2007-07-27,77.0,70.0,0.17,7.9,0
CULEX RESTUANS,-87.824812,41.974089,1.0,2007-07-27,77.0,70.0,0.17,7.9,0
CULEX PIPIENS/RESTUANS,-87.656913,41.846283,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX PIPIENS/RESTUANS,-87.674677,41.966986999999996,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX RESTUANS,-87.674677,41.966986999999996,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX PIPIENS/RESTUANS,-87.785288,41.923738,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX PIPIENS/RESTUANS,-87.66214000000001,42.010412,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX PIPIENS/RESTUANS,-87.716788,41.899229999999996,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX RESTUANS,-87.716788,41.899229999999996,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX RESTUANS,-87.748367,41.962728000000006,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX PIPIENS,-87.694991,41.857402,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX PIPIENS/RESTUANS,-87.677737,41.836644,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX RESTUANS,-87.677737,41.836644,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX PIPIENS/RESTUANS,-87.726737,41.911823999999996,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX PIPIENS/RESTUANS,-87.679447,41.801179,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX RESTUANS,-87.679447,41.801179,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX PIPIENS/RESTUANS,-87.703047,41.77166,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX PIPIENS/RESTUANS,-87.745602,41.759346,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX RESTUANS,-87.696269,41.868142,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX PIPIENS/RESTUANS,-87.694991,41.857402,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX PIPIENS/RESTUANS,-87.797894,41.797616,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX PIPIENS/RESTUANS,-87.702575,41.958271,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX PIPIENS/RESTUANS,-87.800515,41.916265,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX RESTUANS,-87.800515,41.916265,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX PIPIENS/RESTUANS,-87.716277,41.846075,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX PIPIENS/RESTUANS,-87.730698,41.948167,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX PIPIENS/RESTUANS,-87.69181,41.963976,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX RESTUANS,-87.69181,41.963976,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX RESTUANS,-87.79518,41.921177,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX PIPIENS/RESTUANS,-87.79518,41.921177,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX RESTUANS,-87.745602,41.759346,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX RESTUANS,-87.797894,41.797616,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX PIPIENS/RESTUANS,-87.629798,41.878114000000004,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX RESTUANS,-87.77653199999999,41.781416,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX PIPIENS/RESTUANS,-87.60088,41.773215,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX PIPIENS/RESTUANS,-87.736812,41.798697,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX PIPIENS/RESTUANS,-87.778927,41.776156,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX PIPIENS/RESTUANS,-87.726549,41.82561,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX PIPIENS/RESTUANS,-87.70271600000001,41.74785,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX RESTUANS,-87.70271600000001,41.74785,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX RESTUANS,-87.629798,41.878114000000004,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX PIPIENS/RESTUANS,-87.61156,41.891126,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX PIPIENS/RESTUANS,-87.68776899999999,42.01743,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX RESTUANS,-87.68776899999999,42.01743,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX RESTUANS,-87.655232,41.896282,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX PIPIENS/RESTUANS,-87.689778,41.986921,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX RESTUANS,-87.689778,41.986921,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX PIPIENS/RESTUANS,-87.763416,41.801497999999995,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX PIPIENS/RESTUANS,-87.76007,41.961743,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX RESTUANS,-87.76007,41.961743,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX RESTUANS,-87.632085,41.921965,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX PIPIENS/RESTUANS,-87.655232,41.896282,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX RESTUANS,-87.654224,41.867108,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX PIPIENS/RESTUANS,-87.666455,41.9216,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX RESTUANS,-87.666455,41.9216,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX PIPIENS/RESTUANS,-87.65449100000001,41.891118,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX RESTUANS,-87.65449100000001,41.891118,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX PIPIENS,-87.65449100000001,41.891118,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX PIPIENS/RESTUANS,-87.654224,41.867108,2.0,2007-07-27,77.0,70.0,0.04,8.1,0
CULEX RESTUANS,-87.736812,41.798697,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX PIPIENS/RESTUANS,-87.726549,41.82561,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX PIPIENS/RESTUANS,-87.599862,41.673408,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX RESTUANS,-87.599862,41.673408,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX PIPIENS,-87.599862,41.673408,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX PIPIENS/RESTUANS,-87.56566600000001,41.704572,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX RESTUANS,-87.56566600000001,41.704572,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX RESTUANS,-87.778927,41.776156,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX PIPIENS,-87.590773,41.754292,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX PIPIENS/RESTUANS,-87.590773,41.754292,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX PIPIENS,-87.763416,41.801497999999995,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX PIPIENS/RESTUANS,-87.689778,41.986921,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX RESTUANS,-87.689778,41.986921,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX RESTUANS,-87.763416,41.801497999999995,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX PIPIENS/RESTUANS,-87.701431,41.906638,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX PIPIENS,-87.760886,41.907645,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX RESTUANS,-87.64997,41.723195000000004,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX PIPIENS/RESTUANS,-87.666901,41.868077,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX RESTUANS,-87.666901,41.868077,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX PIPIENS/RESTUANS,-87.72460799999999,41.662014,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX RESTUANS,-87.72460799999999,41.662014,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX PIPIENS/RESTUANS,-87.629798,41.878114000000004,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX RESTUANS,-87.629798,41.878114000000004,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX PIPIENS/RESTUANS,-87.649642,41.732984,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX RESTUANS,-87.760886,41.907645,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX RESTUANS,-87.700117,41.932094,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX SALINARIUS,-87.654224,41.867108,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX PIPIENS/RESTUANS,-87.65449100000001,41.891118,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX RESTUANS,-87.65449100000001,41.891118,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX PIPIENS/RESTUANS,-87.654224,41.867108,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX RESTUANS,-87.654224,41.867108,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX PIPIENS,-87.654224,41.867108,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX PIPIENS/RESTUANS,-87.655232,41.896282,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX PIPIENS/RESTUANS,-87.760886,41.907645,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX RESTUANS,-87.655232,41.896282,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX PIPIENS/RESTUANS,-87.632085,41.921965,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX PIPIENS/RESTUANS,-87.666014,41.720848,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX RESTUANS,-87.666014,41.720848,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX PIPIENS/RESTUANS,-87.68776899999999,42.01743,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX RESTUANS,-87.68776899999999,42.01743,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX PIPIENS,-87.68776899999999,42.01743,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX PIPIENS/RESTUANS,-87.700117,41.932094,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX PIPIENS/RESTUANS,-87.800515,41.916265,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX RESTUANS,-87.679447,41.801179,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX PIPIENS/RESTUANS,-87.70373599999999,41.704336,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX PIPIENS/RESTUANS,-87.726737,41.911823999999996,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX PIPIENS/RESTUANS,-87.752411,41.778296999999995,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX PIPIENS/RESTUANS,-87.716788,41.899229999999996,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX PIPIENS/RESTUANS,-87.703047,41.77166,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX RESTUANS,-87.703047,41.77166,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX RESTUANS,-87.678649,41.768388,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX PIPIENS/RESTUANS,-87.60088,41.773215,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX PIPIENS/RESTUANS,-87.66634300000001,41.822536,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX RESTUANS,-87.66634300000001,41.822536,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX PIPIENS/RESTUANS,-87.612922,41.754676,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX RESTUANS,-87.66214000000001,42.010412,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX RESTUANS,-87.800515,41.916265,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX PIPIENS/RESTUANS,-87.716277,41.846075,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX RESTUANS,-87.716277,41.846075,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX PIPIENS/RESTUANS,-87.707973,41.682587,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX RESTUANS,-87.707973,41.682587,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX PIPIENS/RESTUANS,-87.69181,41.963976,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX RESTUANS,-87.69181,41.963976,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX SALINARIUS,-87.696269,41.868142,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX PIPIENS/RESTUANS,-87.696269,41.868142,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX RESTUANS,-87.696269,41.868142,2.0,2009-06-26,79.0,67.0,0.0,8.0,0
CULEX PIPIENS,-87.777189,41.960615999999995,1.0,2009-07-06,73.0,62.0,0.0,7.8,0
CULEX SALINARIUS,-87.777189,41.960615999999995,1.0,2009-07-06,73.0,62.0,0.0,7.8,0
CULEX PIPIENS/RESTUANS,-87.777189,41.960615999999995,1.0,2009-07-06,73.0,62.0,0.0,7.8,0
CULEX RESTUANS,-87.757639,41.964242,1.0,2009-07-06,73.0,62.0,0.0,7.8,0
CULEX RESTUANS,-87.794896,41.94016,1.0,2009-07-06,73.0,62.0,0.0,7.8,0
CULEX PIPIENS/RESTUANS,-87.77792099999999,42.008314,1.0,2009-07-06,73.0,62.0,0.0,7.8,0
CULEX PIPIENS/RESTUANS,-87.747113,41.991429,1.0,2009-07-06,73.0,62.0,0.0,7.8,0
CULEX RESTUANS,-87.747113,41.991429,1.0,2009-07-06,73.0,62.0,0.0,7.8,0
CULEX PIPIENS/RESTUANS,-87.794896,41.94016,1.0,2009-07-06,73.0,62.0,0.0,7.8,0
CULEX RESTUANS,-87.890615,41.974689,1.0,2009-07-06,73.0,62.0,0.0,7.8,0
CULEX PIPIENS/RESTUANS,-87.890615,41.974689,1.0,2009-07-06,73.0,62.0,0.0,7.8,0
CULEX PIPIENS,-87.890615,41.974689,1.0,2009-07-06,73.0,62.0,0.0,7.8,0
CULEX RESTUANS,-87.862995,41.992478000000006,1.0,2009-07-06,73.0,62.0,0.0,7.8,0
CULEX PIPIENS/RESTUANS,-87.832763,41.944869,1.0,2009-07-06,73.0,62.0,0.0,7.8,0
CULEX RESTUANS,-87.832763,41.944869,1.0,2009-07-06,73.0,62.0,0.0,7.8,0
CULEX PIPIENS/RESTUANS,-87.81150600000001,42.011601,1.0,2009-07-06,73.0,62.0,0.0,7.8,0
CULEX RESTUANS,-87.81150600000001,42.011601,1.0,2009-07-06,73.0,62.0,0.0,7.8,0
CULEX PIPIENS/RESTUANS,-87.800991,41.95469,1.0,2009-07-06,73.0,62.0,0.0,7.8,0
CULEX RESTUANS,-87.800991,41.95469,1.0,2009-07-06,73.0,62.0,0.0,7.8,0
CULEX PIPIENS,-87.800991,41.95469,1.0,2009-07-06,73.0,62.0,0.0,7.8,0
